accommodates,bathrooms,bedrooms,review_scores_checkin,review_scores_communication,latitude,longitude,property_type_0,property_type_1,property_type_2,property_type_3,property_type_4,property_type_5,room_type_0,room_type_1,room_type_2,bed_type_0,bed_type_1,bed_type_2,bed_type_3,bed_type_4,beds,review_scores_value,host_listing_count,review_scores_cleanliness,review_scores_accuracy,minimum_nights,price
2,1.0,1.0,10.0,10.0,40.76363324,-73.98901897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6,9.0,9.0,1,149
3,1.0,1.0,10.0,10.0,40.82686407,-73.95087407,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,9.0,9.0,1,167
2,1.0,1.0,10.0,10.0,40.73457299,-73.99976163,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,3,225
1,1.0,1.0,10.0,10.0,40.73721897,-74.0040132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,1,85
1,1.0,1.0,10.0,10.0,40.74651134,-73.98440202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3,9.0,9.0,1,110
4,1.0,1.0,10.0,10.0,40.71599505,-73.99820624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,3,200
2,1.0,1.0,10.0,10.0,40.69900533,-73.92531548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,25,50
1,1.0,1.0,9.0,10.0,40.70513711,-74.00944504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,2,120
2,2.0,1.0,8.0,10.0,40.73332895,-74.00439424,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,195
2,1.0,0.0,9.0,10.0,40.73205748,-73.98269126,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,2,175
1,1.0,1.0,9.0,9.0,40.76547697,-73.9847386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1,9.0,8.0,6,105
4,1.0,2.0,10.0,9.0,40.72902845,-73.98717536,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,8.0,9.0,1,400
3,1.0,1.0,10.0,10.0,40.79178981,-73.94567186,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4,7.0,10.0,3,115
3,1.0,0.0,10.0,10.0,40.70942747,-74.01404592,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,8.0,10.0,1,200
2,1.0,1.0,10.0,10.0,40.80063994,-73.95688732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,105
4,2.0,2.0,10.0,10.0,40.73738281,-74.00648918,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,3,9.0,9.0,1,499
6,2.0,2.0,10.0,10.0,40.75373632,-73.99270571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,10.0,9.0,2,600
2,1.0,0.0,10.0,10.0,40.69669559,-73.98352215,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,4,100
2,1.0,1.0,10.0,10.0,40.80687627,-73.94132547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,10.0,3,70
2,1.0,1.0,10.0,10.0,40.80425853,-73.93760605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,100
4,1.0,1.0,9.0,9.0,40.82664516,-73.9519245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,8.0,1,100
2,1.0,1.0,10.0,10.0,40.75854937,-73.96229811,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,1,210
1,1.0,1.0,10.0,10.0,40.66145294,-73.95945768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,5,70
3,1.0,2.0,10.0,10.0,40.80901431,-73.95591699,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,10.0,10.0,1,145
3,1.0,1.0,10.0,10.0,40.72680048,-74.00197765,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,199
3,1.0,2.0,9.0,9.0,40.79985411,-73.94344702,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,8.0,9.0,3,100
1,1.5,1.0,10.0,10.0,40.67837952,-73.96159161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1,8.0,10.0,1,50
5,2.0,2.0,10.0,10.0,40.74814516,-73.98749221,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,10.0,10.0,1,550
3,1.0,1.0,9.0,10.0,40.8072103,-73.94047631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,3,75
4,1.0,1.0,10.0,10.0,40.82388801,-73.94875747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,4,9.0,9.0,1,115
5,1.0,2.0,10.0,10.0,40.84714789,-73.93966844,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,9.0,9.0,2,150
2,1.0,1.0,10.0,10.0,40.70619656,-74.00799079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4,9.0,10.0,1,135
4,1.0,2.0,10.0,10.0,40.70493077,-73.90794778,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,9.0,9.0,2,100
6,1.5,3.0,8.0,9.0,40.73754322,-74.00703718,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,1,9.0,9.0,2,349
2,1.0,1.0,10.0,10.0,40.70018204,-73.92902563,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,8.0,10.0,2,110
2,2.0,1.0,10.0,10.0,40.72512258,-74.0002388,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,1,700
4,1.0,1.0,10.0,10.0,40.71514256,-74.01103971,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,750
2,1.5,1.0,10.0,10.0,40.76574513,-73.98370967,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,270
2,1.0,1.0,9.0,10.0,40.75193338,-73.87873283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,5,9.0,9.0,2,99
2,1.0,1.0,10.0,10.0,40.72064423,-73.99446812,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,3,199
2,1.0,0.0,10.0,10.0,40.76473447,-73.98936833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,100
2,1.0,1.0,10.0,10.0,40.75956521,-73.97054281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1,9.0,9.0,1,110
2,1.0,1.0,10.0,10.0,40.67415197,-73.95863273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,75
2,1.0,1.0,10.0,10.0,40.80060814,-73.94342067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,2,89
6,2.0,3.0,10.0,10.0,40.73211351,-73.98546228,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,9.0,9.0,3,800
2,1.5,1.0,10.0,10.0,40.68537399,-73.94861787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,50
2,1.0,1.0,10.0,10.0,40.73541447,-73.98060827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,3,80
3,1.0,2.0,10.0,10.0,40.7320115,-73.95557081,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,7,150
2,1.0,1.0,10.0,10.0,40.82269134,-73.94254543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1,8.0,8.0,1,125
10,2.0,4.0,10.0,10.0,40.66520623,-73.95426625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,2,9.0,10.0,2,295
3,1.0,1.0,10.0,10.0,40.81099944,-73.94674598,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,9.0,4,110
4,1.0,2.0,10.0,9.0,40.69235187,-73.93835533,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,2,8.0,9.0,3,100
2,1.0,1.0,10.0,10.0,40.68528109,-73.91292491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,5,40
4,1.0,2.0,10.0,10.0,40.78708479,-73.95162895,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,10.0,9.0,2,240
6,2.0,3.0,9.0,10.0,40.68875802,-73.97153197,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,1,8.0,9.0,5,300
2,1.0,1.0,10.0,10.0,40.84154292,-73.87113011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,10.0,10.0,2,50
3,1.0,1.0,10.0,10.0,40.72948561,-73.95493245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,3,150
2,1.0,1.0,10.0,10.0,40.68717478,-73.92250433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,3,125
4,1.0,1.0,9.0,10.0,40.80225655,-73.93507304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2,7.0,9.0,1,119
2,1.0,1.0,9.0,10.0,40.79763022,-73.94754512,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,100
6,1.0,2.0,10.0,10.0,40.6829121,-73.94613095,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,5,9.0,8.0,1,151
4,1.0,1.0,8.0,8.0,40.80876682,-73.95432845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,4.0,8.0,4,75
1,1.0,1.0,10.0,10.0,40.79006724,-73.9420589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,9.0,3,65
4,1.0,2.0,10.0,10.0,40.72544804,-73.95405308,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,1,230
2,1.0,1.0,9.0,9.0,40.7272183,-74.00095903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,10.0,2,150
1,2.0,1.0,10.0,10.0,40.70032014,-73.94049503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,1,1150
4,2.0,2.0,9.0,9.0,40.69390607,-73.95540128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,8.0,1,150
3,1.0,1.0,10.0,10.0,40.75898616,-73.809867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,5,9.0,10.0,2,70
3,1.0,1.0,4.0,8.0,40.8152746,-73.95051091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1,10.0,10.0,3,120
4,1.0,1.0,10.0,10.0,40.71407922,-73.99302483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,5,65
8,1.5,2.0,10.0,10.0,40.7082308,-74.01266708,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,1,9.0,9.0,1,355
2,1.0,1.0,9.0,10.0,40.88501072,-73.90561454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,7.0,8.0,1,60
2,1.0,1.0,10.0,10.0,40.81763391,-73.95407534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,4,70
2,1.0,1.0,10.0,10.0,40.69195388,-73.92322518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,54
4,1.0,1.0,9.0,9.0,40.7242616,-73.99552047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,2,249
2,1.0,0.0,10.0,10.0,40.74140568,-73.98469489,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,250
4,1.0,1.0,10.0,10.0,40.83386601,-73.94036802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,3,9.0,10.0,2,150
8,1.0,3.0,10.0,10.0,40.67498832,-73.92426718,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,2,10.0,10.0,4,120
2,1.0,1.0,9.0,9.0,40.71908444,-73.99106686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,8.0,3,89
3,1.0,1.0,9.0,10.0,40.72549467,-73.98397959,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,8.0,9.0,3,155
2,1.0,1.0,10.0,10.0,40.81501171,-73.96199453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,9,80
2,1.0,1.0,10.0,10.0,40.78620241,-73.94473583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,65
3,1.0,1.0,9.0,10.0,40.72475894,-74.00109879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,9.0,5,200
4,1.0,2.0,8.0,8.0,40.67565866,-73.93944191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,10.0,10.0,5,150
6,1.0,2.0,9.0,9.0,40.70444742,-74.00997283,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,9.0,10.0,3,395
4,1.0,1.0,9.0,9.0,40.73121356,-73.98480262,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,3,8.0,8.0,2,150
4,1.0,1.0,10.0,10.0,40.7380615,-73.95462238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,28,10.0,10.0,3,199
2,1.0,1.0,10.0,10.0,40.68954229,-73.97386281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,2,9.0,9.0,1,90
2,1.0,1.0,10.0,10.0,40.73737654,-74.00482704,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3,9.0,10.0,4,239
2,1.5,1.0,10.0,10.0,40.74716769,-73.97664245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,225
2,1.5,1.0,10.0,10.0,40.81308689,-73.95267125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,89
4,1.0,1.0,10.0,10.0,40.73682674,-73.95429621,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,28,10.0,10.0,3,199
1,1.0,1.0,10.0,10.0,40.64170831,-74.01734533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,50
4,1.0,1.0,9.0,10.0,40.6748206,-74.01316029,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,10.0,9.0,1,135
10,3.0,4.0,10.0,10.0,40.80376769,-73.9589778,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,1,9.0,9.0,1,199
2,1.0,0.0,10.0,10.0,40.73940948,-74.00495475,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1,9.0,9.0,4,180
1,1.0,1.0,10.0,10.0,40.71762757,-73.9908504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,5,75
4,1.0,1.0,10.0,10.0,40.73137744,-73.98510663,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,8.0,10.0,4,200
3,1.5,1.0,10.0,10.0,40.75931837,-73.99531339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,499
3,1.0,1.0,10.0,10.0,40.80491424,-73.9486603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,10.0,9.0,2,150
8,1.5,3.0,8.0,9.0,40.75367845,-73.99339787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,4,7.0,8.0,2,299
4,1.0,1.0,10.0,9.0,40.73856942,-73.95435292,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,28,10.0,10.0,3,249
3,1.0,1.0,10.0,10.0,40.75297404,-73.96650603,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,180
2,1.0,1.0,10.0,10.0,40.72698182,-73.99055898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,143
1,1.0,1.0,9.0,9.0,40.71498071,-73.99866171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,9.0,1,80
3,1.0,1.0,10.0,10.0,40.71128665,-73.98665918,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,9.0,10.0,1,110
2,1.0,1.0,10.0,10.0,40.72847319,-73.99029309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,5,95
4,1.0,1.0,8.0,8.0,40.69479506,-73.93275773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,2,10.0,8.0,2,80
5,1.0,1.0,10.0,10.0,40.75513233,-73.99782795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,6,9.0,9.0,1,300
5,1.0,2.0,10.0,10.0,40.76570798,-73.99242984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,2,249
4,1.0,1.0,10.0,10.0,40.83823554,-73.93871175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,4,100
7,1.0,3.0,10.0,10.0,40.79008446,-73.94869839,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,9.0,9.0,1,200
3,1.0,1.0,10.0,9.0,40.67854654,-73.94949028,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4,9.0,9.0,2,80
2,1.5,1.0,10.0,10.0,40.72303568,-73.94713537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,5,50
2,1.0,1.0,10.0,10.0,40.73928683,-73.98132376,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,150
1,1.0,1.0,10.0,10.0,40.73591373,-73.74606287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,55
1,1.0,1.0,8.0,10.0,40.66876038,-73.95633167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,8.0,10.0,3,45
4,1.0,1.0,10.0,10.0,40.69295586,-73.9826446,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,10.0,2,200
6,1.0,1.0,8.0,8.0,40.74295889,-73.99081986,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,5,8.0,8.0,2,190
1,1.0,1.0,10.0,10.0,40.75757056,-73.99519577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,99
2,1.0,1.0,10.0,10.0,40.83113607,-73.93057846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,75
4,1.0,1.0,10.0,10.0,40.84755334,-73.93966942,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,120
2,1.0,1.0,10.0,10.0,40.6751434,-73.9523814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,75
2,1.0,1.0,10.0,10.0,40.73462322,-73.98591889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,99
9,1.0,2.0,9.0,9.0,40.70818987,-73.92276793,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,4,9.0,9.0,1,150
2,1.0,1.0,10.0,10.0,40.81458114,-73.94584366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3,9.0,9.0,3,150
