id,host_since,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_listing_count,price,property_type_0,property_type_1,property_type_2,property_type_3,property_type_4,property_type_5,room_type_0,room_type_1,room_type_2,bed_type_0,bed_type_1,bed_type_2,bed_type_3,bed_type_4
2128120,2163,11221.0,40.68773622,-73.93926221,2,2.0,1.0,1.0,1,3,1125,30,60,90,365,18,2268.0,2554.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,2,65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011017,2099,11201.0,40.70137647,-73.98213505,4,2.0,2.0,2.0,4,2,1125,30,60,90,365,10,2194.0,2525.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,500,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3569033,2383,11205.0,40.68955335,-73.95419197,2,1.0,1.0,1.0,1,1,18,28,58,88,363,5,2405.0,2503.0,80.0,8.0,6.0,9.0,10.0,8.0,7.0,1,110,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1546945,1862,11355.0,40.75430665,-73.83131483,2,1.0,1.0,1.0,1,1,1125,2,2,2,239,58,2075.0,2527.0,91.0,9.0,10.0,10.0,10.0,9.0,9.0,2,65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3264280,2349,10017.0,40.7542489,-73.96905523,4,1.0,1.0,1.0,1,2,1125,0,0,0,0,3,2424.0,2554.0,87.0,10.0,9.0,10.0,10.0,9.0,9.0,1,159,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118555,1195,10026.0,40.80383007,-73.94964973,4,1.0,1.0,1.0,2,1,730,0,3,33,308,67,1709.0,2498.0,94.0,9.0,9.0,10.0,10.0,8.0,9.0,4,135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58059,1037,10031.0,40.82510113,-73.9428687,3,1.5,1.0,1.0,2,1,30,30,60,82,339,150,1210.0,2532.0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,2,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
760556,1763,10035.0,40.79984969,-73.94464433,2,1.0,1.0,1.0,1,2,60,21,51,81,325,10,1769.0,2533.0,91.0,9.0,10.0,10.0,10.0,8.0,8.0,1,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
495864,1604,11237.0,40.70463013,-73.92686261,2,1.0,1.0,1.0,1,2,10,3,33,63,338,8,1619.0,2289.0,95.0,9.0,8.0,10.0,10.0,9.0,9.0,1,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2535370,1559,10003.0,40.72847948,-73.98601016,1,1.0,1.0,1.0,1,3,30,1,1,1,274,1,2291.0,2291.0,97.0,10.0,8.0,10.0,10.0,10.0,10.0,1,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3428656,2368,10026.0,40.80451806,-73.95333177,2,1.0,1.0,1.0,1,1,1125,0,0,0,164,4,2377.0,2554.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,1,75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4026156,2437,11201.0,40.69383212,-73.98431153,5,2.0,2.0,2.0,1,1,1125,26,56,86,361,5,2491.0,2533.0,100.0,10.0,9.0,9.0,9.0,9.0,10.0,3,500,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1472009,2038,11434.0,40.69053509,-73.77306416,2,1.5,1.0,1.0,1,1,30,1,31,61,336,19,2073.0,2539.0,91.0,10.0,10.0,9.0,9.0,8.0,9.0,5,69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3363155,2353,10001.0,40.75274774,-73.99301646,2,1.0,1.0,1.0,1,3,1125,3,3,3,175,1,2477.0,2477.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2863131,2219,11201.0,40.70467571,-73.98997866,5,1.0,2.0,2.0,1,1,1125,26,56,86,361,25,2318.0,2556.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1355819,2015,10010.0,40.73941943,-73.98570698,2,1.0,1.0,1.0,1,2,1125,10,18,22,194,2,2316.0,2351.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,132,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4444051,2488,10014.0,40.73966671,-74.0032345,2,1.0,1.0,1.0,1,1,1125,14,23,53,328,1,2525.0,2525.0,80.0,8.0,8.0,10.0,10.0,10.0,10.0,1,220,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1134988,1503,10037.0,40.81274208,-73.94017841,2,1.0,1.0,1.0,2,1,1125,0,0,0,0,4,1967.0,2415.0,90.0,10.0,8.0,10.0,10.0,8.0,9.0,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1355859,1946,11416.0,40.67387656,-73.87638895,2,1.0,1.0,1.0,1,2,128,23,48,78,353,29,2063.0,2527.0,93.0,9.0,9.0,9.0,10.0,9.0,9.0,1,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4149679,2446,10032.0,40.83681403,-73.94128138,5,2.0,3.0,3.0,1,3,1125,28,58,88,363,2,2493.0,2533.0,90.0,10.0,8.0,10.0,10.0,5.0,8.0,4,425,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283091,1434,11693.0,40.58778189,-73.81082218,4,2.0,2.0,3.0,2,2,365,27,57,87,362,41,1525.0,2497.0,88.0,9.0,9.0,9.0,9.0,9.0,8.0,1,145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3395564,2365,10027.0,40.81420982,-73.95735391,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,6,2382.0,2475.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3533777,2379,10039.0,40.82233174,-73.93779251,2,2.0,1.0,1.0,1,1,1125,30,58,58,151,27,2394.0,2556.0,90.0,9.0,9.0,9.0,10.0,9.0,9.0,1,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4149737,2242,10014.0,40.73502842,-74.0071549,3,1.0,1.0,2.0,1,3,1125,21,51,57,57,6,2462.0,2535.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3,150,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1210056,1973,10003.0,40.72510433,-73.99200184,4,1.0,2.0,2.0,1,7,15,0,0,9,127,2,2127.0,2198.0,93.0,9.0,10.0,9.0,9.0,10.0,9.0,1,300,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4173999,2446,10010.0,40.74353811,-73.9897165,2,1.0,0.0,1.0,1,1,1125,19,49,79,354,1,2497.0,2497.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1953816,1711,11238.0,40.67021191,-73.96014892,2,1.0,1.0,1.0,0,5,15,9,18,48,323,6,2196.0,2541.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3384720,2363,10009.0,40.73056881,-73.98233737,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,9,2385.0,2501.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2193115,2201,11237.0,40.70285101,-73.92347721,7,1.0,2.0,3.0,4,3,1125,16,46,76,198,1,2252.0,2252.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
648162,1655,10034.0,40.86481009,-73.91884359,1,1.0,1.0,1.0,1,1,28,30,37,59,334,11,1957.0,2508.0,80.0,8.0,8.0,8.0,9.0,8.0,8.0,4,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
872990,1832,10013.0,40.71860055,-73.99726598,2,1.0,1.0,1.0,2,1,120,20,50,80,355,14,1899.0,2507.0,95.0,9.0,8.0,9.0,9.0,9.0,9.0,1,195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3662827,2054,10012.0,40.72167866,-73.99544208,5,1.0,1.0,1.0,3,3,1125,5,5,5,49,3,2470.0,2531.0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1,160,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1782667,1750,11237.0,40.70818047,-73.92202153,1,1.0,1.0,1.0,1,1,1125,15,15,36,311,12,2199.0,2511.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3328964,2334,10013.0,40.71984028,-74.00845102,4,2.0,2.0,2.0,2,2,1125,24,49,79,351,8,2396.0,2512.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,402,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1331754,2008,11238.0,40.67172806,-73.96055886,2,1.0,1.0,1.0,1,2,1125,28,58,88,363,6,2113.0,2553.0,90.0,10.0,10.0,9.0,10.0,10.0,9.0,1,120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3766000,2404,10032.0,40.83295141,-73.94572485,2,1.0,1.0,1.0,1,1,1125,21,51,81,356,10,2421.0,2552.0,90.0,9.0,8.0,10.0,10.0,8.0,9.0,1,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2483196,2251,11237.0,40.698931,-73.92054068,2,1.0,1.0,1.0,1,1,1125,2,2,4,279,7,2434.0,2529.0,86.0,9.0,7.0,9.0,9.0,9.0,8.0,1,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4154042,955,11225.0,40.66990731,-73.95826454,4,1.0,1.0,2.0,2,10,1125,15,45,75,350,2,2485.0,2495.0,90.0,9.0,9.0,9.0,9.0,8.0,9.0,1,95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3161739,2307,11206.0,40.69393539,-73.95017284,2,1.0,1.0,1.0,2,3,30,29,59,89,364,6,2398.0,2517.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,1,135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110830,1223,10003.0,40.7388825,-73.99160527,3,1.0,1.0,2.0,2,3,60,0,0,0,82,31,1239.0,2464.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3068007,2327,11237.0,40.69486395,-73.90523714,1,1.0,1.0,1.0,1,1,1125,0,0,0,216,2,2373.0,2461.0,100.0,10.0,10.0,10.0,10.0,8.0,9.0,1,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2011421,1869,11372.0,40.75154446,-73.87858074,3,1.0,1.0,2.0,1,2,20,30,60,90,365,5,2456.0,2491.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2380419,2144,10031.0,40.82859906,-73.9464593,4,1.0,1.0,1.0,1,3,1125,2,2,2,36,2,2301.0,2330.0,93.0,10.0,10.0,10.0,9.0,8.0,9.0,1,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3851093,1250,11213.0,40.67172666,-73.94799123,2,1.0,1.0,1.0,1,1,1125,0,0,0,185,10,2434.0,2548.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3526832,1989,11216.0,40.68148013,-73.95349081,2,1.0,1.0,1.0,1,2,1125,21,51,81,356,3,2401.0,2480.0,93.0,9.0,8.0,9.0,10.0,9.0,10.0,14,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3887791,1517,11216.0,40.67308823,-73.95158713,4,1.0,1.0,2.0,1,7,10,0,0,0,113,1,2445.0,2445.0,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1,100,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45393,956,10014.0,40.73423166,-74.00460094,2,1.0,1.0,1.0,1,10,180,0,30,60,279,29,1000.0,2421.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,190,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4171272,2456,11206.0,40.69917479,-73.93145647,3,1.0,1.0,2.0,2,1,1125,0,0,0,77,2,2485.0,2490.0,80.0,9.0,9.0,10.0,7.0,7.0,8.0,2,120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961801,2116,10009.0,40.73052151,-73.98645965,2,1.0,1.0,1.0,1,1,3,14,44,67,67,26,2157.0,2541.0,91.0,9.0,10.0,10.0,10.0,10.0,9.0,2,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3264699,1783,10003.0,40.72991412,-73.98703563,2,1.0,1.0,1.0,1,1,1125,6,6,6,258,4,2371.0,2482.0,75.0,7.0,6.0,8.0,7.0,9.0,7.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4234639,1876,11216.0,40.68878832,-73.95180961,3,1.0,1.0,1.0,2,2,1125,7,11,22,239,4,2477.0,2519.0,90.0,10.0,7.0,10.0,10.0,8.0,9.0,1,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
844862,1810,10026.0,40.79957314,-73.95502237,2,1.0,2.0,1.0,2,10,35,2,2,2,2,8,1836.0,2426.0,89.0,9.0,7.0,9.0,10.0,9.0,8.0,1,115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3338062,1960,11226.0,40.65607465,-73.94865105,3,1.0,1.0,1.0,1,6,1125,3,33,63,338,1,2494.0,2494.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
648263,1631,10025.0,40.80677068,-73.96603541,1,1.0,1.0,1.0,1,3,14,25,55,85,360,22,1714.0,2536.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3635092,2390,11217.0,40.6871267,-73.97602173,1,1.5,1.0,1.0,1,1,5,30,60,90,365,17,2428.0,2540.0,87.0,9.0,8.0,10.0,10.0,9.0,8.0,1,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
192349,1312,10036.0,40.75962803,-73.99309202,4,1.0,1.0,2.0,2,1,365,6,13,19,224,97,1322.0,2534.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4632951,1657,11221.0,40.68544627,-73.91919402,14,1.5,3.0,11.0,7,1,1125,24,54,84,353,2,2551.0,2557.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4,275,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53470,959,11385.0,40.702343,-73.89815565,7,1.0,2.0,1.0,4,2,730,23,44,74,349,4,1390.0,2343.0,80.0,9.0,8.0,9.0,10.0,9.0,9.0,5,165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
554995,1246,11237.0,40.69449905,-73.90576407,4,1.0,2.0,3.0,1,2,30,30,60,90,365,4,1673.0,2406.0,80.0,8.0,6.0,10.0,10.0,7.0,8.0,1,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4121709,2449,11421.0,40.69687664,-73.8512064,2,1.0,1.0,1.0,1,1,1125,12,42,72,347,4,2517.0,2542.0,85.0,9.0,10.0,10.0,10.0,9.0,9.0,1,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3322274,2106,11225.0,40.65921404,-73.94780311,4,1.0,2.0,2.0,3,4,1125,30,60,90,365,1,2490.0,2490.0,80.0,8.0,8.0,10.0,8.0,2.0,6.0,7,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1954051,2148,10014.0,40.73613645,-74.0058354,2,1.0,0.0,1.0,1,1,1125,12,12,14,289,18,2364.0,2543.0,86.0,9.0,7.0,10.0,10.0,10.0,9.0,1,195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3962828,1673,11238.0,40.67496535,-73.96597989,2,1.0,1.0,1.0,1,3,1125,0,2,32,307,2,2479.0,2482.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3264797,2349,10031.0,40.82700252,-73.9419755,2,1.0,1.0,1.0,1,1,30,7,19,49,321,24,2353.0,2534.0,85.0,9.0,8.0,9.0,10.0,9.0,9.0,3,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4706591,2386,11221.0,40.69007853,-73.93022399,2,1.0,1.0,1.0,2,2,1125,6,13,43,318,5,2532.0,2551.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3466370,1818,10009.0,40.73081348,-73.98230153,4,1.0,1.0,2.0,1,1,1125,0,0,0,161,2,2411.0,2421.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,189,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4170460,2456,11206.0,40.69560118,-73.94826882,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,3,2479.0,2504.0,87.0,9.0,9.0,10.0,9.0,9.0,10.0,4,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3138699,813,10019.0,40.76331153,-73.99074786,2,1.0,1.0,1.0,1,5,21,0,0,0,198,1,2498.0,2498.0,80.0,8.0,6.0,10.0,10.0,8.0,8.0,1,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1107092,1805,10010.0,40.74051514,-73.97907191,4,2.0,2.0,2.0,4,4,1125,30,60,90,311,11,1955.0,2484.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,1,600,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152419,1263,10034.0,40.8669686,-73.92325999,6,1.0,2.0,2.0,1,4,10,1,1,26,301,3,1287.0,2424.0,90.0,10.0,8.0,8.0,10.0,8.0,10.0,1,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3592499,2386,11221.0,40.69041089,-73.93019614,2,1.0,1.0,1.0,2,1,365,15,45,68,343,29,2409.0,2558.0,86.0,9.0,9.0,9.0,10.0,8.0,9.0,4,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2352290,1778,11216.0,40.67696993,-73.9538492,2,1.0,0.0,1.0,2,1,1125,17,47,77,230,8,2315.0,2496.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,90,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3731331,1269,10014.0,40.73073284,-74.0019901,2,1.0,1.0,1.0,1,1,14,0,0,0,268,24,2412.0,2543.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3167116,2338,10025.0,40.80835927,-73.96478817,4,1.0,1.0,2.0,1,1,1125,0,0,0,0,8,2379.0,2526.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,110,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1275942,1989,11216.0,40.68239948,-73.95038785,2,1.0,1.0,1.0,1,2,1125,24,54,84,359,22,2061.0,2505.0,85.0,8.0,8.0,9.0,10.0,9.0,9.0,14,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1364168,1325,10016.0,40.7418461,-73.97658307,5,1.0,1.0,3.0,1,2,3,29,59,89,364,3,2087.0,2121.0,96.0,10.0,10.0,9.0,10.0,10.0,9.0,1,207,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2478448,1877,10036.0,40.76585734,-73.98515756,2,1.0,1.0,1.0,1,1,365,13,29,52,202,38,2269.0,2547.0,93.0,9.0,9.0,9.0,9.0,10.0,10.0,6,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
839060,1588,10003.0,40.7344952,-73.98944733,4,1.0,1.0,2.0,2,1,1125,24,51,81,351,63,2008.0,2540.0,89.0,9.0,8.0,9.0,10.0,10.0,9.0,2,119,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3002746,1905,10026.0,40.80435158,-73.95686521,2,1.0,1.0,1.0,1,2,7,30,60,90,365,2,2446.0,2457.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1823104,1118,10011.0,40.73594521,-73.9984446,2,1.0,1.0,1.0,1,1,35,21,51,81,356,30,2139.0,2538.0,92.0,9.0,9.0,9.0,9.0,10.0,9.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4170978,1586,10026.0,40.80061717,-73.95885091,4,1.0,2.0,2.0,2,1,1125,17,43,64,128,16,2462.0,2542.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
424870,1556,10014.0,40.73458283,-74.00697636,2,1.0,1.0,1.0,1,1,365,29,59,89,364,10,2427.0,2538.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,215,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2412940,1567,10014.0,40.7304148,-74.00239926,2,1.0,1.0,1.0,1,3,1125,0,0,0,91,6,2267.0,2462.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,300,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2417895,2194,10039.0,40.82790799,-73.94312832,2,1.0,1.0,1.0,1,3,1125,4,18,28,225,45,2269.0,2544.0,91.0,9.0,9.0,9.0,10.0,9.0,9.0,2,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3925238,1975,11206.0,40.69708428,-73.93642614,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,2,2449.0,2496.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
454552,1382,10009.0,40.73100259,-73.97969425,2,1.0,1.0,1.0,2,2,60,5,24,54,313,66,1708.0,2548.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,3,159,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2155758,2194,10003.0,40.72501113,-73.99008174,4,1.0,1.0,2.0,3,1,11,19,49,79,354,3,2292.0,2308.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,159,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
438885,1570,11693.0,40.59090338,-73.81013384,4,1.0,2.0,3.0,1,7,365,30,60,90,365,9,1595.0,2443.0,60.0,8.0,7.0,9.0,9.0,8.0,7.0,1,123,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2914445,2310,11233.0,40.67860781,-73.92153785,5,1.0,2.0,3.0,1,3,1125,27,57,87,362,6,2349.0,2541.0,88.0,10.0,10.0,9.0,9.0,7.0,9.0,1,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
