id,host_since,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_listing_count,price,property_type_0,property_type_1,property_type_2,property_type_3,property_type_4,property_type_5,room_type_0,room_type_1,room_type_2,bed_type_0,bed_type_1,bed_type_2,bed_type_3,bed_type_4
2237495,2200,11206.0,40.70076695,-73.93198138,2,1.0,1.0,1.0,2,2,7,27,57,87,362,6,2428.0,2504.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2502518,2254,11221.0,40.69520084,-73.91430372,4,1.0,1.0,1.0,2,2,30,30,60,90,365,10,2302.0,2499.0,84.0,9.0,9.0,9.0,9.0,7.0,8.0,1,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1834701,2108,11221.0,40.69191131,-73.91571706,6,2.0,2.0,3.0,4,1,1125,30,60,90,365,3,2457.0,2497.0,80.0,10.0,7.0,7.0,8.0,7.0,7.0,2,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
448603,1577,11237.0,40.69978155,-73.91442836,2,1.0,1.0,1.0,1,1,60,30,60,90,365,52,1586.0,2497.0,91.0,9.0,8.0,9.0,9.0,8.0,9.0,1,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
688722,1666,11206.0,40.70090501,-73.9454931,2,1.0,1.0,1.0,2,1,60,7,32,45,305,26,2306.0,2544.0,83.0,8.0,7.0,8.0,9.0,8.0,9.0,1,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2687269,1698,10532.0,40.69970225,-73.92885524,2,1.0,1.0,1.0,1,2,1125,28,57,81,348,11,2361.0,2546.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
232331,1277,11205.0,40.69995505,-73.95501665,2,1.0,1.0,2.0,2,4,120,30,60,90,365,13,1412.0,2460.0,90.0,9.0,8.0,9.0,9.0,8.0,9.0,2,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3299862,2116,11207.0,40.6919254,-73.90885454,3,2.0,1.0,1.0,2,1,1125,9,9,9,253,3,2489.0,2549.0,87.0,10.0,9.0,9.0,8.0,7.0,9.0,4,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3975260,2419,11207.0,40.68718276,-73.90628763,2,1.0,1.0,1.0,1,2,1125,10,36,61,336,2,2466.0,2541.0,90.0,9.0,8.0,9.0,9.0,9.0,9.0,2,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3299332,2116,11207.0,40.69344164,-73.90917442,3,2.0,1.0,1.0,2,1,1125,3,5,35,310,17,2371.0,2548.0,89.0,10.0,9.0,10.0,9.0,8.0,9.0,4,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
495406,1431,10024.0,40.78508348,-73.97399944,2,1.0,0.0,1.0,1,2,14,0,0,0,0,8,1728.0,2498.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4795523,2535,10009.0,40.72888315,-73.98042936,2,1.0,1.0,1.0,1,1,1125,29,59,83,355,2,2548.0,2554.0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
669633,1598,11215.0,40.67947121,-73.98457818,3,1.0,1.0,2.0,2,7,185,0,0,0,247,16,1729.0,2535.0,95.0,9.0,9.0,9.0,10.0,9.0,9.0,2,125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3676336,2296,11206.0,40.69877075,-73.94720263,1,2.5,1.0,4.0,1,14,200,29,59,89,364,2,2450.0,2493.0,80.0,7.0,7.0,10.0,10.0,8.0,10.0,7,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1060080,1923,10031.0,40.82967983,-73.94603077,2,1.0,1.0,1.0,1,1,60,0,30,60,335,1,2193.0,2193.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1256768,1455,11215.0,40.67157063,-73.98520293,2,1.0,1.0,1.0,1,3,1125,1,31,61,336,11,2128.0,2486.0,84.0,8.0,8.0,8.0,8.0,10.0,7.0,1,250,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2473321,1829,11222.0,40.73457619,-73.95848917,1,1.0,1.0,1.0,1,4,365,2,32,62,337,8,2266.0,2499.0,95.0,9.0,9.0,9.0,9.0,10.0,8.0,1,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2153435,1834,11211.0,40.7158674,-73.96351039,4,1.0,1.0,2.0,2,2,120,30,60,90,365,4,2483.0,2538.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2,320,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3073509,2328,10016.0,40.74408975,-73.97808596,3,1.0,1.0,2.0,1,1,1125,0,0,0,90,3,2338.0,2434.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,160,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1684480,2082,10002.0,40.72005951,-73.98565409,4,1.0,1.0,1.0,1,2,1125,11,41,71,346,17,2097.0,2520.0,91.0,9.0,8.0,9.0,10.0,9.0,9.0,1,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
255495,1395,11222.0,40.72665749,-73.94977479,4,1.0,2.0,3.0,2,3,90,15,37,56,56,67,1451.0,2533.0,88.0,9.0,8.0,10.0,9.0,10.0,9.0,1,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
975250,1733,11221.0,40.69294717,-73.92541089,1,1.0,1.0,1.0,1,2,365,0,0,0,246,1,2512.0,2512.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
242789,1350,10019.0,40.76329332,-73.99030133,4,1.0,1.0,2.0,4,1,1125,2,10,14,221,163,1386.0,2554.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,4,120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
555706,1247,10001.0,40.74858494,-73.99772751,2,1.0,1.0,1.0,1,1,1125,21,51,81,356,18,1681.0,2502.0,88.0,9.0,8.0,9.0,9.0,9.0,9.0,4,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2391391,2260,10014.0,40.72643717,-74.00442523,6,1.0,2.0,3.0,4,1,1125,15,45,75,338,24,2280.0,2533.0,90.0,10.0,10.0,9.0,9.0,10.0,9.0,1,379,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2866611,2296,11233.0,40.67848849,-73.9189074,4,1.0,1.0,1.0,2,4,60,29,59,89,364,11,2327.0,2524.0,74.0,7.0,7.0,8.0,9.0,7.0,7.0,4,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1308841,1890,11201.0,40.70183693,-73.938986,2,1.0,1.0,1.0,1,1,1125,25,55,78,353,49,2018.0,2529.0,93.0,9.0,10.0,10.0,10.0,9.0,9.0,2,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3741688,2401,10128.0,40.78411494,-73.95289545,4,1.0,2.0,2.0,1,1,1125,0,0,0,131,1,2425.0,2425.0,20.0,2.0,2.0,2.0,2.0,10.0,2.0,1,99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
895253,1532,10002.0,40.72254724,-73.99119979,1,1.0,1.0,1.0,1,2,1125,10,40,70,293,2,1912.0,1919.0,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1,185,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
765335,1263,11225.0,40.65598119,-73.96038749,2,1.0,1.0,1.0,2,1,30,29,59,89,364,2,2538.0,2540.0,90.0,10.0,9.0,9.0,10.0,9.0,8.0,2,95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2232775,1656,11216.0,40.68865337,-73.95178776,2,1.0,1.0,1.0,2,2,1125,0,0,0,0,1,2498.0,2498.0,100.0,10.0,10.0,8.0,10.0,8.0,8.0,1,90,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1886761,2064,11201.0,40.69415493,-73.99938993,2,1.0,1.0,1.0,1,1,1125,1,1,1,217,4,2169.0,2195.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
772667,1667,11103.0,40.76591967,-73.91653731,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,6,1777.0,2494.0,100.0,9.0,9.0,10.0,10.0,10.0,10.0,1,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
478119,1591,10024.0,40.79218035,-73.97778182,2,1.0,1.0,1.0,1,3,30,30,30,30,245,8,1603.0,2538.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1912468,2053,10014.0,40.7351483,-74.00666789,2,1.0,1.0,1.0,2,2,1125,1,31,61,336,9,2194.0,2488.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,180,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
243527,1333,11221.0,40.69687957,-73.93273358,4,1.0,1.0,1.0,2,4,45,25,55,85,360,17,1385.0,2448.0,93.0,10.0,9.0,9.0,10.0,8.0,9.0,1,190,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3582816,1739,11216.0,40.68652484,-73.95030868,4,1.0,1.0,3.0,4,2,60,0,0,1,270,3,2415.0,2435.0,93.0,10.0,10.0,10.0,10.0,7.0,9.0,1,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1732866,2015,10036.0,40.83106468,-73.94742342,3,1.0,1.0,1.0,2,5,11,30,60,90,365,9,2117.0,2480.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,120,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2023991,2163,11226.0,40.6594936,-73.96199116,4,1.0,1.0,2.0,1,1,28,28,58,88,363,17,2210.0,2510.0,91.0,9.0,9.0,9.0,9.0,8.0,9.0,4,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4550205,2505,10011.0,40.73255723,-73.99917145,1,1.0,1.0,1.0,1,1,1125,30,60,90,365,2,2527.0,2532.0,80.0,8.0,9.0,9.0,9.0,10.0,8.0,1,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5818,252,10019.0,40.76530431,-73.98521366,2,1.0,1.0,1.0,2,1,1125,30,60,90,365,43,513.0,2284.0,94.0,10.0,9.0,9.0,10.0,10.0,9.0,5,195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3595312,1705,11217.0,40.68792905,-73.97448841,2,1.0,1.0,1.0,1,1,1125,5,16,46,321,2,2421.0,2490.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1846100,2125,11226.0,40.64513562,-73.94686078,4,1.0,1.0,3.0,2,2,14,20,50,80,355,5,2193.0,2491.0,84.0,9.0,10.0,10.0,10.0,7.0,9.0,1,99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
263190,1332,10009.0,40.72533729,-73.98590753,1,1.0,1.0,1.0,1,1,760,26,56,86,361,24,1931.0,2539.0,83.0,8.0,7.0,10.0,9.0,9.0,8.0,2,95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
394292,1431,11205.0,40.69009011,-73.95974059,2,1.0,1.0,1.0,1,4,21,4,34,64,328,27,1566.0,2548.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,3,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
918610,609,10027.0,40.81486425,-73.96013445,1,1.0,1.0,1.0,1,1,34,28,58,88,178,17,1973.0,2524.0,87.0,10.0,9.0,9.0,9.0,10.0,9.0,1,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
394395,1431,11205.0,40.6902174,-73.95834422,1,1.0,1.0,1.0,1,1,21,24,54,84,348,38,1542.0,2546.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,3,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1136959,1951,10019.0,40.76343543,-73.9766919,3,1.0,1.0,1.0,2,14,120,30,60,90,365,16,2015.0,2406.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333534,1195,10003.0,40.73236719,-73.98585006,8,2.0,3.0,5.0,4,3,30,19,49,79,354,15,1527.0,2533.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,1,999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5862,252,10019.0,40.76737591,-73.98646702,5,2.0,2.0,3.0,4,1,1125,30,55,85,360,30,583.0,2543.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,5,475,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3410736,1008,11215.0,40.67664058,-73.98089845,3,1.0,1.0,1.0,1,2,1125,30,60,90,365,1,2480.0,2480.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3544828,2366,11221.0,40.68642775,-73.92207804,2,1.0,1.0,1.0,1,7,60,18,41,65,316,5,2433.0,2535.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3534256,1882,10035.0,40.80152493,-73.93979902,2,1.0,1.0,1.0,1,1,1125,0,0,0,153,1,2449.0,2449.0,80.0,10.0,8.0,10.0,10.0,8.0,10.0,2,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3114179,2135,11216.0,40.67456145,-73.95236161,2,1.0,1.0,1.0,1,2,15,30,60,90,350,2,2405.0,2474.0,100.0,9.0,10.0,10.0,10.0,9.0,9.0,3,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4205232,1965,11211.0,40.7156444,-73.95107192,2,1.0,1.0,1.0,1,1,1125,0,0,0,72,2,2479.0,2498.0,90.0,10.0,8.0,9.0,10.0,10.0,10.0,1,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1051859,1909,10463.0,40.8837252,-73.91242059,1,1.0,1.0,1.0,1,1,1125,30,60,90,365,7,2131.0,2495.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2500390,2031,10013.0,40.71669223,-73.99792023,2,1.0,1.0,1.0,1,1,1125,2,2,2,204,2,2439.0,2448.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2,115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2166374,1232,11249.0,40.72022226,-73.95941053,1,1.5,1.0,1.0,1,3,185,0,0,10,145,7,2397.0,2473.0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,1,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4204331,1647,10036.0,40.76070886,-73.99377746,2,1.0,0.0,1.0,1,2,15,27,57,87,362,2,2505.0,2538.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,179,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
462578,669,11211.0,40.7167237,-73.96481407,1,1.5,1.0,1.0,1,5,1125,3,3,3,3,13,1645.0,2317.0,98.0,9.0,9.0,10.0,10.0,10.0,10.0,1,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3851820,2099,10004.0,40.70561721,-74.01762353,2,1.0,0.0,1.0,1,4,60,30,30,30,61,4,2445.0,2498.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4395218,1593,11105.0,40.77702795,-73.90725506,5,1.0,2.0,3.0,4,3,31,18,48,78,353,3,2510.0,2542.0,100.0,9.0,9.0,10.0,10.0,10.0,9.0,1,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3846996,2035,11217.0,40.68736314,-73.97769603,4,1.0,2.0,3.0,3,2,29,26,56,86,361,13,2423.0,2532.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
701342,1721,11222.0,40.73277876,-73.95295788,1,1.0,1.0,1.0,1,1,14,0,0,0,273,35,1728.0,2467.0,98.0,10.0,9.0,10.0,10.0,9.0,9.0,1,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
126982,1241,11215.0,40.66493378,-73.98885581,4,1.0,1.0,2.0,2,2,30,13,39,69,337,94,1317.0,2546.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,2,115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2216740,2205,11373.0,40.74467726,-73.89093989,2,1.0,1.0,1.0,1,1,1125,22,52,82,357,1,2322.0,2322.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
256467,1397,10023.0,40.77707307,-73.97836235,2,1.0,1.0,1.0,2,1,365,30,60,90,365,99,1407.0,2524.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1,165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
369671,1525,10003.0,40.72899148,-73.97792001,4,2.0,2.0,2.0,1,1,1125,30,60,90,365,23,1562.0,2538.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,1,499,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58515,1030,10075.0,40.77728265,-73.95459839,4,1.0,1.0,2.0,2,5,365,29,59,89,364,28,1099.0,2392.0,87.0,8.0,8.0,9.0,9.0,9.0,8.0,2,171,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1592029,2046,10002.0,40.71302224,-73.99371379,1,1.0,1.0,1.0,1,1,1125,30,60,90,365,5,2101.0,2525.0,95.0,8.0,7.0,10.0,10.0,8.0,8.0,2,110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
514231,1615,10075.0,40.77127556,-73.95168228,4,1.0,1.0,1.0,2,1,1125,30,60,90,365,10,1705.0,2544.0,88.0,9.0,8.0,10.0,10.0,9.0,9.0,1,150,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23481,801,10027.0,40.80600198,-73.94963596,4,1.0,1.0,2.0,2,3,365,9,32,58,333,38,894.0,2448.0,92.0,9.0,9.0,10.0,9.0,9.0,8.0,2,99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1161838,1959,10019.0,40.76793347,-73.98916956,1,1.0,1.0,1.0,1,1,4,20,33,33,261,93,1965.0,2551.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2472636,2164,11211.0,40.71491945,-73.94123958,2,1.0,1.0,1.0,1,4,365,30,60,90,365,17,2294.0,2494.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
850338,1813,11211.0,40.71426517,-73.94670835,6,1.0,1.0,3.0,1,3,120,30,60,84,359,44,1892.0,2541.0,94.0,10.0,9.0,9.0,9.0,10.0,9.0,2,160,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715583,1421,10002.0,40.71533536,-73.9918809,2,1.0,1.0,1.0,1,1,1125,29,59,89,364,77,2005.0,2540.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
622915,1605,10032.0,40.84149186,-73.9405658,2,1.0,1.0,1.0,2,1,90,27,57,87,362,4,1926.0,2458.0,80.0,5.0,9.0,8.0,10.0,9.0,7.0,3,125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1541622,1722,11211.0,40.71250109,-73.9651384,4,1.0,0.0,1.0,2,1,1125,23,49,79,354,68,2078.0,2554.0,92.0,9.0,9.0,9.0,10.0,10.0,9.0,3,119,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1805199,1989,11216.0,40.68232701,-73.95442021,2,1.0,1.0,1.0,1,2,1125,28,58,88,363,18,2169.0,2529.0,83.0,9.0,8.0,9.0,10.0,8.0,9.0,14,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4089608,2445,10033.0,40.84943736,-73.93886505,2,1.0,1.0,1.0,1,1,1125,0,0,0,87,1,2463.0,2463.0,60.0,10.0,6.0,10.0,10.0,8.0,6.0,1,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2990397,1566,11211.0,40.70801299,-73.94968638,6,2.0,2.0,2.0,1,3,1125,6,6,31,306,4,2381.0,2457.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,350,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3718836,2399,11358.0,40.75487703,-73.79852136,2,1.5,1.0,1.0,2,1,1125,30,60,90,365,3,2434.0,2469.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1598821,2067,10019.0,40.7699468,-73.99010105,4,1.0,2.0,2.0,4,3,30,20,32,56,288,16,2100.0,2538.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,300,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962718,1341,10011.0,40.73995509,-74.00150916,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,2,2456.0,2462.0,60.0,2.0,3.0,7.0,7.0,8.0,3.0,3,193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2965605,1784,10009.0,40.72649384,-73.98543219,5,1.0,2.0,3.0,1,1,1125,0,28,28,34,11,2347.0,2554.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1,250,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3836016,2412,10014.0,40.73361926,-74.00551361,4,1.0,1.0,2.0,1,1,1125,17,31,52,306,17,2423.0,2556.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2,240,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
652543,1623,10030.0,40.8129995,-73.94249156,3,1.0,1.0,2.0,2,2,21,14,24,24,271,36,1707.0,2487.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1242460,1983,11233.0,40.68897247,-73.93075752,5,1.0,2.0,2.0,3,2,28,13,29,49,299,69,2013.0,2535.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4,90,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3667317,1771,10014.0,40.73299807,-74.0031162,4,1.0,0.0,2.0,2,1,14,25,55,84,348,11,2441.0,2556.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,1,265,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
