id,host_since,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_listing_count,price
652933,1689,10002,40.71731504,-73.99030961,0,0,4,1,1,1,0,2,2,30,29,59,85,344,35,2056,2539,97,10,10,10,10,10,9,1,200
4258054,2385,10002,40.71318346,-73.98964398,0,0,4,1,2,2,0,2,2,1125,8,38,68,343,1,2478,2478,100,8,8,10,10,8,8,1,215
4587050,1032,11217,40.67797341,-73.97904263,0,0,2,1,0,1,0,1,3,1125,0,0,0,23,0,,,,,,,,,,1,140
1111689,1942,10075,40.77036009,-73.94923631,0,0,2,1,1,1,0,1,1,29,2,2,2,26,5,2379,2526,88,9,8,10,10,9,8,1,115
106906,1218,11238,40.6862535,-73.9671919,0,1,2,1,1,1,0,2,3,365,10,40,70,345,9,1272,2000,100,10,10,10,10,10,10,1,130
2271792,2215,10024,40.78345449,-73.97857635,0,0,2,1,1,1,0,1,2,1125,0,0,0,2,31,2239,2547,91,9,9,9,10,10,9,1,125
4127524,1293,11101,40.74263629,-73.95121783,0,0,3,0,1,1,0,1,1,1125,0,0,0,83,0,,,,,,,,,,1,200
4652329,2408,10002,40.71893818,-73.98388199,0,0,6,1,1,2,0,1,1,1125,29,59,89,364,0,,,,,,,,,,1,300
2686681,2075,10002,40.71884074,-73.98337549,0,1,2,1,1,1,0,1,1,1125,0,0,0,251,2,2295,2299,84,9,8,9,9,8,8,1,85
3840748,1468,10002,40.71502599,-73.98929163,0,0,4,1,1,2,0,1,2,1125,30,60,90,365,1,2530,2530,100,10,10,10,10,10,10,3,200
4716829,2258,10028,40.77772374,-73.95080445,0,0,2,1,1,1,0,1,1,1125,26,26,26,33,0,,,,,,,,,,2,150
3799875,1248,11249,40.71819218,-73.96152982,0,1,2,1,1,1,0,1,3,1125,28,58,88,363,0,,,,,,,,,,1,100
2751311,1567,11211,40.71812783,-73.95869168,0,0,2,1,0,1,0,2,1,1125,1,19,19,287,2,2342,2440,100,10,10,10,10,10,10,1,165
3604111,1563,10016,40.74498963,-73.96997406,0,0,8,2,2,6,0,1,3,20,30,60,90,238,0,,,,,,,,,,1,250
4150570,1281,10128,40.78094143,-73.95072391,0,0,3,1,1,1,0,2,1,3,29,29,29,106,2,2477,2487,100,10,10,10,10,10,8,2,160
2225865,1968,11103,40.76057913,-73.90800846,1,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,3,75
3800848,2021,11217,40.67484309,-73.97161471,0,0,2,1,1,1,0,1,4,1125,0,0,0,125,1,2488,2488,80,10,10,10,10,10,8,1,140
971924,1333,10011,40.74366089,-73.99794055,0,2,1,1,1,1,4,1,1,7,17,47,77,352,13,1918,2554,100,10,9,10,10,10,9,3,85
4651354,2516,10002,40.71565944,-73.99076008,0,0,3,1,1,2,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,200
3931930,2151,10002,40.72084402,-73.98683046,0,1,2,1,1,1,0,1,2,30,28,58,88,363,5,2450,2541,88,10,9,10,10,10,10,2,125
4050254,2116,11215,40.66898472,-73.97831237,1,1,4,1.5,1,2,0,2,2,60,0,6,36,283,13,2454,2548,100,10,10,10,10,10,10,2,135
2660590,2277,11201,40.69013043,-73.98686211,0,0,2,1,0,1,0,1,5,14,22,52,82,357,6,2298,2548,100,10,10,10,10,10,10,1,145
850324,1715,11215,40.66252401,-73.98878186,0,1,1,1,1,1,0,1,1,30,1,2,2,229,27,1969,2554,99,10,10,10,10,10,10,1,65
3931557,2424,11368,40.73803084,-73.85555461,0,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,2,59
4062631,1465,11377,40.75000622,-73.90361978,0,1,1,1,1,1,0,1,3,1125,2,32,62,337,4,2448,2471,100,10,10,10,10,9,10,1,40
709593,1727,11104,40.7449638,-73.922278,0,1,2,2,1,1,2,1,3,30,28,58,88,363,0,,,,,,,,,,1,100
1229086,1979,11211,40.704001,-73.95581444,0,0,4,1,2,2,0,1,2,10,6,17,17,197,5,2004,2556,95,10,10,10,10,9,9,1,200
2031495,556,10025,40.79675395,-73.96916377,0,0,4,1.5,2,2,0,2,3,14,4,34,64,339,1,2193,2193,80,8,6,10,8,8,6,1,250
678663,1697,11215,40.67701349,-73.97968325,0,1,2,1,1,1,0,1,2,30,30,60,90,365,0,,,,,,,,,,2,125
4849512,2542,10009,40.72069962,-73.97900598,0,1,1,1,1,1,0,1,4,1125,30,60,90,365,0,,,,,,,,,,1,70
4257572,2410,10023,40.78244593,-73.98163005,0,0,2,1,0,1,0,1,4,14,0,0,0,66,3,2500,2532,90,10,8,10,10,10,8,1,120
325429,803,10028,40.77609852,-73.95264995,0,0,2,1,1,1,0,2,4,1125,15,45,75,250,38,1544,2553,97,10,9,9,10,10,9,2,199
456556,1579,11103,40.76566483,-73.920185,0,0,2,1,1,1,0,1,14,27,12,15,45,320,0,,,,,,,,,,1,75
4455444,2493,10069,40.77729821,-73.98737838,0,0,3,1,1,1,0,1,2,1125,0,0,0,40,1,2532,2532,100,10,10,10,10,10,10,1,180
2424717,2241,10002,40.71519138,-73.99001152,0,0,2,1,1,1,0,1,1,1125,0,0,17,292,0,,,,,,,,,,1,185
1964511,1430,11206,40.7064819,-73.94140906,0,1,2,1,1,1,0,2,1,1125,13,31,48,299,5,2326,2436,85,8,8,8,10,9,8,1,70
65019,1077,10023,40.77955874,-73.98098322,0,0,2,,1,1,0,1,1,365,30,60,90,365,36,1210,2533,97,9,10,10,10,10,9,1,245
786787,582,11233,40.6788642,-73.91100736,0,1,1,,1,1,0,1,3,1125,8,38,61,316,64,1858,2542,89,9,9,9,10,8,9,6,27
4350432,2452,10009,40.72889356,-73.98240216,0,1,2,1,1,1,0,2,2,10,29,59,89,364,0,,,,,,,,,,1,130
4718978,1450,10033,40.8478902,-73.93492641,0,0,4,1,0,2,0,4,4,200,30,58,58,58,0,,,,,,,,,,2,120
4325398,1260,11206,40.6977071,-73.93082576,0,0,5,1,2,2,0,1,1,1125,0,0,0,54,0,,,,,,,,,,2,275
3342738,1709,10027,40.812281,-73.95319247,0,1,1,1,1,1,0,1,8,30,4,4,4,177,2,2441,2455,90,10,9,10,10,9,9,1,60
2092918,2177,10019,40.76577337,-73.98466935,0,0,4,1,1,3,0,2,1,1125,18,35,52,222,31,2194,2539,98,10,10,10,10,10,10,1,175
3342740,2358,11213,40.67367609,-73.9372369,0,0,6,1,2,2,0,4,2,1125,13,43,73,340,6,2383,2488,88,10,9,10,10,6,9,2,215
4326080,1776,11237,40.70245441,-73.91213787,0,2,1,1,1,1,0,1,1,30,19,20,20,20,4,2507,2538,50,6,6,5,4,8,6,6,28
970302,1888,11233,40.68446413,-73.92528627,0,0,5,1,2,2,0,3,1,1125,0,6,36,311,53,1920,2551,87,9,9,10,10,7,9,2,165
4837320,1050,10013,40.71876805,-73.99958344,0,0,4,2.5,2,2,0,1,3,1125,4,4,4,4,0,,,,,,,,,,1,795
1442200,2033,11213,40.67879595,-73.93578628,0,0,2,1,1,1,0,1,3,8,16,39,69,337,6,2455,2540,93,10,9,10,9,8,10,2,99
2949128,2314,10036,40.76375176,-73.99021176,0,1,2,1,1,1,0,1,2,30,25,55,77,352,31,2330,2553,88,9,8,10,10,10,9,1,100
4686883,2522,10012,40.72467877,-73.99641584,0,1,2,1,1,1,0,1,1,1125,22,52,82,357,1,2532,2532,100,10,10,10,10,10,10,1,100
4868403,2545,10009,40.7298429,-73.97442882,0,1,1,1,1,1,0,1,1,1125,13,13,13,13,0,,,,,,,,,,1,100
1141071,1952,11207,40.66392519,-73.89447345,0,0,4,1,2,2,0,2,2,8,0,2,32,288,29,1978,2507,96,10,10,10,10,8,10,1,72
2748478,1496,10032,40.83620069,-73.94236717,0,1,2,1,1,1,0,2,2,21,29,59,89,216,9,2446,2532,100,10,10,10,10,9,10,3,130
333323,1495,10036,40.76197555,-73.99190722,0,1,1,1,1,1,0,1,2,1125,30,60,90,365,3,2530,2547,90,10,8,9,10,10,9,3,55
3605090,2314,10032,40.83435609,-73.94351756,0,1,2,1,1,1,0,1,1,1125,26,56,86,360,2,2425,2556,100,10,10,10,10,10,10,1,89
2359340,1741,10019,40.76410057,-73.99075235,0,0,4,1,1,2,0,2,1,1125,7,28,55,313,35,2267,2551,94,10,10,10,10,10,9,2,189
786481,1750,10040,40.85750768,-73.9342066,0,1,2,1,1,1,0,1,3,1125,24,54,84,359,6,2319,2485,97,10,10,10,10,9,10,2,50
4456909,1889,10003,40.72865437,-73.99112991,0,0,2,1,0,2,0,1,1,365,30,60,90,362,5,2538,2557,88,9,7,10,10,9,9,1,120
4719068,1636,10032,40.82905748,-73.94215772,0,0,6,1,3,3,0,1,3,1125,0,0,0,5,0,,,,,,,,,,1,250
1049207,1789,11222,40.72514997,-73.95185312,0,0,3,1,1,1,0,1,1,1125,0,1,16,281,1,2116,2116,100,10,10,10,10,10,10,1,100
669831,1700,10029,40.79687914,-73.94724904,0,1,2,1,1,1,0,1,2,28,28,58,86,357,62,1763,2547,95,10,10,10,10,9,9,3,108
4824032,1965,10003,40.72648739,-73.98830291,0,0,2,1,0,1,0,1,2,7,1,19,28,28,2,2541,2555,100,10,10,10,10,10,10,1,100
805382,1687,10011,40.73571663,-73.99798111,0,0,6,2,2,2,0,4,3,365,3,3,3,3,9,1848,2525,96,10,9,10,10,10,10,1,450
2687132,2281,11201,40.69170583,-73.99687368,0,1,1,1,1,1,0,1,1,1125,30,60,90,186,0,,,,,,,,,,1,200
524786,1620,11222,40.73614202,-73.95465716,0,0,2,1,1,1,0,1,1,5,30,60,90,365,6,1751,2453,96,10,9,10,10,10,9,1,210
3604981,2008,10029,40.79504194,-73.94823873,0,0,4,1,1,2,0,1,1,1125,0,0,0,144,0,,,,,,,,,,1,250
4587696,2091,11237,40.70120158,-73.92545906,0,0,2,1,1,1,0,1,1,1125,20,50,80,355,0,,,,,,,,,,1,110
4744046,798,11221,40.69025549,-73.94150659,0,1,2,1,1,1,0,1,1,1125,27,27,27,291,1,2546,2546,100,10,10,10,10,8,10,2,45
1704127,2087,11216,40.67632181,-73.95322066,0,0,2,1,1,1,0,1,7,17,30,60,90,365,4,2464,2525,100,9,10,10,10,9,9,1,150
852483,1815,10003,40.72716001,-73.98619255,0,0,3,1,0,1,0,2,3,1125,29,59,89,364,11,1970,2387,95,10,9,10,10,9,9,1,185
4457103,1906,11238,40.67424899,-73.96661412,0,1,2,1,1,1,1,1,3,1125,0,14,14,51,0,,,,,,,,,,3,89
786955,1779,10014,40.73402805,-74.00297511,0,0,2,1,,1,0,1,1,1125,28,58,88,363,19,1799,2536,89,9,9,9,9,10,9,1,215
393875,1539,10026,40.80132165,-73.95430249,0,0,2,1,1,1,0,1,1,1125,0,0,0,243,18,1675,2492,92,9,8,9,10,9,9,1,100
3932374,2241,11221,40.69043676,-73.94208048,0,0,2,1,2,1,0,1,2,6,0,0,0,214,1,2448,2448,80,10,10,6,8,4,6,1,99
3519027,2274,10030,40.81420706,-73.94342522,0,0,3,1,1,2,0,1,4,200,24,54,84,342,3,2435,2535,87,9,9,7,7,9,7,4,75
4326101,1776,11237,40.70219279,-73.91262479,0,2,1,1,1,1,0,1,1,30,21,22,22,22,5,2495,2536,92,10,9,9,8,9,10,6,28
1638632,2077,11238,40.68133252,-73.97005891,0,1,3,1,1,2,0,2,3,18,29,59,89,364,2,2358,2443,100,10,8,10,10,10,10,1,100
826603,1771,11216,40.67828376,-73.95645947,0,1,1,1,1,1,0,1,3,29,30,60,90,365,27,2080,2538,98,10,9,10,10,9,10,1,65
4616700,1412,11238,40.68546945,-73.96886446,0,0,4,2,2,2,0,2,1,1125,16,41,71,346,0,,,,,,,,,,1,150
2032168,1533,10014,40.73696994,-74.00045347,0,0,2,1,1,1,0,1,3,1125,29,59,89,364,5,2197,2491,92,10,10,10,10,10,9,1,250
224004,1353,10026,40.80486222,-73.95297625,0,1,2,1,1,1,0,1,1,365,29,56,86,361,46,1384,2513,91,9,8,10,10,9,9,2,90
4849923,2542,10032,40.83186157,-73.94593346,0,0,4,1,1,1,0,2,1,1125,28,58,88,354,2,2550,2554,100,10,10,10,10,9,10,1,90
3269620,1736,10029,40.79668665,-73.94972116,0,0,3,1,1,1,0,1,1,1125,30,60,90,365,3,2442,2480,60,8,6,8,9,6,6,2,145
1442495,1929,11213,40.67427329,-73.95041542,0,0,8,2,3,3,0,4,1,1125,2,31,61,336,3,2191,2400,73,8,10,7,8,9,8,2,220
1426004,2030,11221,40.6903635,-73.93007976,0,1,2,1,1,1,0,1,1,1125,3,21,46,321,26,2100,2541,91,9,9,10,10,8,9,1,50
3932734,2311,10031,40.8276677,-73.9495413,0,0,7,1,1,4,0,2,2,1125,26,50,80,80,9,2444,2534,91,9,9,9,10,8,9,7,75
1154580,1956,10030,40.82160532,-73.94285969,0,0,2,2,1,1,0,4,3,14,29,59,89,364,15,1989,2534,90,10,9,9,10,8,9,2,100
1300950,2000,11217,40.68845957,-73.97566531,1,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,133
3038352,1806,11238,40.68640504,-73.97524438,0,0,6,1.5,3,3,0,1,3,1125,8,8,8,216,0,,,,,,,,,,1,200
3801368,2408,10003,40.72733369,-73.98791841,0,0,3,1,2,2,0,1,2,1125,11,17,37,225,17,2446,2556,89,9,9,9,10,10,9,1,187
2127713,2063,10037,40.81142749,-73.94247966,0,0,2,1,1,1,0,1,12,90,30,60,90,365,9,2315,2502,84,9,8,9,8,8,8,1,98
2380739,1891,10017,40.75409778,-73.96757009,0,0,3,1,0,2,0,1,1,1125,0,0,3,278,0,,,,,,,,,,1,210
4799526,2496,10022,40.76308024,-73.97139586,0,0,2,1,0,1,0,1,1,1125,12,42,72,347,0,,,,,,,,,,2,149
801867,1788,10027,40.81143462,-73.95740131,0,0,1,1,1,1,0,1,2,180,30,60,90,365,15,1949,2450,97,10,10,10,10,10,10,1,150
3324132,2354,10031,40.82292005,-73.95420892,0,1,2,2,1,1,0,1,1,1125,30,60,90,365,5,2428,2479,84,7,8,9,9,9,8,2,52
2104409,2048,10019,40.76497276,-73.97686984,5,1,2,1,1,1,0,1,1,1125,17,47,77,352,0,,,,,,,,,,1,200
1280730,1712,11249,40.69964091,-73.9638829,2,0,4,1,0,1,0,1,1,1125,0,9,39,314,18,2009,2496,96,10,10,10,10,9,10,1,299
2637014,2274,11213,40.67227588,-73.93351579,0,0,4,1,2,2,0,4,3,365,26,56,86,361,2,2457,2542,100,10,10,10,10,10,10,2,180
3842110,1392,11207,40.6883995,-73.91043786,4,2,16,2.5,1,14,0,1,1,1125,30,60,90,365,3,2430,2453,90,7,7,9,9,7,10,28,28
4849981,1315,11216,40.6795686,-73.9430203,0,0,4,1,2,2,0,1,4,1125,29,53,54,238,0,,,,,,,,,,5,120
1297637,1999,10029,40.80276082,-73.9460089,0,0,2,1,1,1,0,2,2,28,19,23,31,273,42,2072,2548,96,10,10,10,10,8,9,1,155
4093472,2445,10036,40.76084071,-73.98956522,0,1,1,,1,,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,300
4849994,2401,11237,40.69357781,-73.90679268,2,2,1,1,1,1,0,1,2,1125,7,14,44,319,0,,,,,,,,,,3,30
4765123,2532,10031,40.82610047,-73.95073753,0,1,1,2,1,1,0,1,1,1125,30,57,57,58,0,,,,,,,,,,1,50
4856602,1464,11221,40.69471769,-73.92358624,0,1,2,1.5,1,1,0,1,1,1125,22,52,60,60,0,,,,,,,,,,1,47
4341536,2478,11216,40.68790325,-73.95260928,0,0,2,1,0,1,0,1,1,10,15,45,75,350,0,,,,,,,,,,1,100
2979775,2109,,40.82453261,-73.95054751,0,0,4,1,2,3,0,1,4,90000,6,17,39,218,2,2465,2535,100,10,10,10,10,10,7,3,70
3454662,2371,10003,40.72607202,-73.98839508,0,1,2,2,1,1,0,1,1,1125,27,47,77,352,4,2433,2533,90,10,10,9,9,9,9,4,79
2979935,2109,,40.8251449,-73.9516717,0,0,4,1,2,3,0,1,7,200,14,44,73,254,1,2434,2434,40,10,4,6,6,6,4,3,75
3250977,2325,10002,40.71296974,-73.99583549,0,0,2,1,0,1,0,1,2,15,9,39,69,344,1,2358,2358,100,10,10,10,10,10,10,1,135
4037426,2072,10033,40.85011133,-73.93686076,0,1,2,2,1,1,0,1,1,1125,3,3,3,7,0,,,,,,,,,,3,60
998887,981,10012,40.72602358,-74.00317627,0,0,2,1,1,2,0,2,2,28,16,24,29,29,17,1925,2491,95,10,10,10,10,10,10,1,160
1392330,1932,11221,40.68694681,-73.92364229,1,0,4,1,2,2,0,4,1,1125,27,57,87,362,29,2101,2555,97,10,10,10,10,8,9,2,199
819228,1796,10031,40.82172671,-73.95547627,0,1,2,1,1,1,0,1,6,120,0,27,57,332,2,2070,2435,100,10,10,10,10,10,9,4,85
234843,1365,10027,40.81515114,-73.96016648,0,1,2,1,1,1,0,1,1,1125,29,59,89,364,14,1377,2492,98,10,9,10,10,9,10,1,70
3992332,2195,11432,40.71527322,-73.79671944,0,1,1,1,1,1,2,1,2,1125,30,60,90,365,0,,,,,,,,,,1,65
4621815,2514,10025,40.80431768,-73.96638965,0,0,4,1,0,2,0,1,7,365,19,19,19,37,0,,,,,,,,,,1,99
4769069,2526,10003,40.72977819,-73.99383258,0,0,9,2,4,5,0,1,3,1125,14,36,66,341,0,,,,,,,,,,1,1300
4705959,2294,10027,40.81676279,-73.96016519,0,0,4,1,1,2,0,1,3,1125,9,9,9,17,0,,,,,,,,,,1,160
905694,1851,10014,40.73405269,-74.01001714,0,0,2,2,1,1,0,2,7,120,21,51,81,356,6,2163,2480,100,10,10,10,10,10,9,1,250
501568,1402,10469,40.86898295,-73.85127444,1,1,1,1,1,1,0,0,3,365,17,47,77,352,8,1628,2489,94,10,10,9,10,8,10,3,40
4839240,2213,11221,40.69347268,-73.92433375,1,1,2,2,1,1,0,1,1,1125,0,0,0,0,0,,,,,,,,,,1,75
1562764,1678,10019,40.76373649,-73.98533089,0,0,5,1,2,2,0,6,2,1125,9,9,9,32,9,2102,2539,96,10,10,10,10,10,9,1,300
580323,1588,10029,40.78403211,-73.94258643,0,1,2,1,1,1,0,1,5,90,2,32,62,337,5,1705,1835,95,9,10,10,10,9,10,1,90
188661,1309,11238,40.68261988,-73.97299464,0,0,4,1,1,1,0,2,3,365,30,56,78,350,38,1345,2490,98,10,10,10,10,10,10,1,165
2613955,2271,10003,40.73279491,-73.98469832,0,2,1,1,1,1,0,1,1,1125,1,20,20,282,1,2319,2319,100,10,10,10,10,10,10,1,120
4063990,2016,10014,40.7372037,-74.00493391,0,0,2,1,0,1,0,1,1,365,0,0,0,214,3,2458,2494,93,9,10,10,10,10,9,1,225
721663,1675,10016,40.74308543,-73.98148665,0,0,2,1,1,1,0,1,2,90,26,56,86,361,12,2088,2536,90,9,8,10,10,9,9,1,499
2032390,2164,11205,40.6911973,-73.97067353,0,0,2,1,0,1,0,1,1,1125,27,57,87,362,0,,,,,,,,,,1,125
2700596,2282,10027,40.80696788,-73.95202588,1,1,1,1,1,1,0,1,2,1125,29,59,89,364,15,2333,2495,96,10,10,10,10,9,10,2,80
3605287,1018,11205,40.68968047,-73.97420505,0,0,3,1,1,1,0,2,1,1125,30,60,90,365,2,2443,2463,100,10,9,9,10,10,9,1,125
3736710,2401,10012,40.72113102,-73.99577422,0,0,5,1,2,2,0,1,1,1125,30,60,90,365,1,2442,2442,,,,,,,,2,325
1147015,1244,10014,40.72992939,-74.00932027,0,0,2,1,,1,0,1,21,365,0,26,56,331,2,2055,2406,100,9,9,9,10,10,8,5,198
131886,1150,11205,40.69263208,-73.97095011,0,0,3,1,1,1,0,2,2,30,4,6,36,311,12,1261,2548,100,10,10,10,10,10,10,1,140
1312178,1822,11221,40.69734558,-73.93192024,0,1,2,1,1,1,0,1,1,1125,28,58,88,363,4,2074,2505,55,5,5,7,8,7,5,2,70
3842528,1867,11235,40.57645197,-73.95793349,0,0,4,2,1,2,0,1,5,1125,0,30,60,335,2,2428,2434,100,10,10,10,10,10,10,3,135
2031752,2164,11222,40.72990222,-73.95521887,0,0,5,1,2,3,0,5,2,365,0,1,31,306,2,2195,2218,89,9,8,9,10,9,9,2,250
1627618,2066,11201,40.70260898,-73.99022762,2,0,2,1.5,1,1,0,2,1,14,30,60,90,365,11,2087,2488,96,9,10,10,10,10,10,1,300
1835865,2117,10029,40.78956613,-73.94906641,0,1,2,1,1,1,0,1,1,1125,5,27,57,332,1,2434,2434,100,8,10,10,10,8,10,1,90
2433591,1562,11225,40.66586476,-73.95127859,0,1,2,1,1,1,0,1,3,14,27,57,87,362,7,2353,2500,94,10,10,10,10,8,9,13,65
3801952,2408,10017,40.74971449,-73.97102869,0,0,4,1,2,2,0,1,1,1125,2,26,41,252,6,2451,2550,88,10,9,9,9,10,10,1,170
4678795,2517,11216,40.68480017,-73.95727666,0,0,2,1,1,1,0,1,3,1125,0,0,0,10,0,,,,,,,,,,1,140
4558786,2278,11237,40.70088616,-73.92096906,0,1,1,1,1,1,0,1,2,14,12,42,72,347,0,,,,,,,,,,1,55
918398,1763,10019,40.76334871,-73.98630998,0,0,1,1,1,1,0,1,2,15,29,59,89,364,6,2301,2536,97,9,10,10,10,10,9,1,300
2414063,1947,10027,40.81206545,-73.95296607,0,1,2,1,1,1,0,1,1,5,30,60,90,365,1,2331,2331,80,8,6,10,10,6,8,1,75
336449,1498,10012,40.72886352,-74.00311153,0,0,3,1,1,1,0,2,1,1125,27,27,27,28,10,1512,2491,90,9,9,9,10,10,9,1,180
4661828,2519,10014,40.73372276,-74.00675152,0,0,3,1,1,2,0,1,1,1125,7,7,7,20,1,2525,2525,,,,,,,,1,150
1999005,2157,11213,40.67361258,-73.92936115,0,1,2,1,1,1,0,1,3,30,0,0,0,184,0,,,,,,,,,,1,30
4457795,2488,10029,40.79597585,-73.94029473,0,0,4,1,2,2,0,4,4,1125,28,58,88,363,0,,,,,,,,,,3,142
3998641,1219,10026,40.80128418,-73.95555928,0,0,4,1,1,2,0,2,1,1125,0,0,0,0,3,2483,2524,87,9,9,9,9,8,9,2,150
132024,1246,11238,40.67997553,-73.96388235,0,0,4,1,2,1,0,1,2,40,0,0,0,159,20,1323,2429,99,10,9,10,10,9,9,1,150
3971555,1634,10002,40.71924029,-73.98668829,0,0,2,1,1,1,0,1,3,9,1,31,58,321,1,2443,2443,80,10,10,10,10,8,,1,140
270929,1416,10031,40.82978006,-73.94235151,0,1,2,1,1,1,0,1,2,90,2,32,57,306,17,1468,2551,96,9,9,10,10,9,9,3,69
1339033,2010,11216,40.68270758,-73.94765457,0,0,2,1,1,1,0,2,2,20,0,0,0,26,23,2031,2417,93,9,9,10,9,9,9,1,65
4457521,1953,10036,40.76173442,-73.9972413,0,0,2,1,1,1,0,2,2,1125,21,49,79,354,3,2505,2533,87,9,9,10,10,9,9,1,245
4719670,2114,10003,40.72927246,-73.98496808,0,0,2,1,0,1,0,1,1,1125,3,3,3,7,0,,,,,,,,,,1,100
729684,1741,11216,40.68511155,-73.94990458,0,1,2,1,1,1,0,2,2,16,29,59,89,352,72,1764,2515,95,10,10,10,10,8,10,1,90
4457556,2488,10029,40.79805013,-73.9385158,0,1,2,1,1,1,0,2,4,1125,29,59,89,364,0,,,,,,,,,,3,79
328798,1491,11238,40.67615275,-73.96992585,0,0,2,1,1,1,0,2,3,60,19,49,79,354,17,1590,2543,91,9,9,9,9,9,9,1,140
3802209,2095,10017,40.75005523,-73.97133822,0,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,150
17535,686,10002,40.71662688,-73.9933291,0,1,2,1,1,1,0,1,2,365,1,21,49,308,35,746,2544,98,10,10,10,10,9,10,3,120
3081335,2329,10026,40.80310825,-73.95622473,0,1,2,1,1,1,0,1,10,14,0,0,0,202,0,,,,,,,,,,1,165
3802254,2288,11222,40.72639358,-73.94298082,0,0,4,2,2,2,0,0,1,1125,7,12,16,288,6,2421,2474,100,10,10,10,10,10,9,1,189
4792931,1463,10003,40.73442719,-73.98266629,0,0,10,3,4,4,0,1,1,1125,1,31,61,336,0,,,,,,,,,,2,899
4729713,2040,11206,40.69962294,-73.93720402,0,1,2,1,1,1,0,2,1,1125,26,56,86,361,0,,,,,,,,,,1,75
2237033,2203,10006,40.7098924,-74.01506122,0,1,2,1,1,1,0,1,1,1125,0,18,48,323,0,,,,,,,,,,1,200
4268652,2297,11233,40.68414408,-73.9192273,0,0,2,1,2,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,175
265064,1345,11207,40.6796232,-73.889278,1,1,2,1,1,1,0,1,13,31,2,2,25,197,5,2307,2490,96,10,10,10,10,8,10,2,48
4719848,1337,11225,40.66848901,-73.95572432,1,0,4,1,2,3,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,175
2040895,2165,10014,40.7374541,-74.00706258,0,0,2,1,0,1,0,1,10,15,30,60,90,365,0,,,,,,,,,,4,200
1443054,2031,11216,40.66982006,-73.93562707,0,2,1,1,1,1,4,1,1,30,20,50,80,355,19,2390,2508,93,9,10,9,10,8,9,2,33
525558,2119,11216,40.67147897,-73.95103826,0,0,8,1,2,3,0,4,3,1125,0,0,0,242,22,1667,2493,92,9,9,9,9,8,9,1,190
4137595,2451,11222,40.735963,-73.95395576,0,0,2,1,0,1,0,1,1,1125,0,0,4,158,3,2524,2540,100,10,10,10,10,10,10,1,90
3945796,2426,10016,40.74532774,-73.97955565,0,1,2,0.5,1,1,0,1,1,1125,0,30,60,335,1,2462,2462,100,10,8,10,10,10,8,1,125
2635078,1518,11205,40.68914208,-73.97760178,0,0,3,2,2,2,0,2,4,28,0,0,0,252,3,2304,2466,100,10,9,9,10,10,10,2,235
4631440,2116,11216,40.67151093,-73.95636131,0,0,3,1,1,1,0,3,2,365,28,58,88,363,0,,,,,,,,,,1,140
808509,1791,10022,40.76113983,-73.96980313,0,1,1,,1,1,0,2,5,28,30,60,90,365,1,2496,2496,100,10,10,10,10,10,10,1,215
3605896,1534,10033,40.84464069,-73.93550201,0,1,2,1,1,1,0,1,3,1125,10,11,11,154,5,2431,2547,96,10,10,9,10,8,10,1,52
4654475,2519,10036,40.7590059,-73.99425418,0,1,2,1,1,1,0,1,1,1125,28,58,88,353,1,2533,2533,60,10,6,10,8,10,10,1,89
4596378,2511,11370,40.75913378,-73.89647241,0,1,2,1,1,1,0,1,3,28,30,60,90,365,1,2547,2547,80,10,10,10,8,8,8,1,55
4130226,1784,10036,40.76089807,-73.99218632,0,1,3,1,1,2,0,2,1,1125,24,54,84,84,3,2532,2549,100,10,10,10,10,10,10,3,75
729771,1741,10003,40.73156765,-73.98766443,0,0,3,1,0,2,0,1,2,1125,30,54,84,326,1,2503,2503,100,10,10,10,8,10,10,3,250
4392393,2006,10017,40.75163151,-73.97126604,0,0,2,1,0,1,0,2,3,1125,30,60,90,365,0,,,,,,,,,,1,225
467634,1589,11434,40.67746736,-73.76493154,0,2,3,1,1,3,0,1,1,1125,26,56,86,360,103,1623,2537,92,9,9,9,10,8,9,1,35
4315934,2475,11233,40.67920128,-73.90937125,3,0,4,1,1,2,0,1,7,1125,0,0,0,172,0,,,,,,,,,,1,175
722399,1735,10013,40.71700352,-73.9977188,0,0,2,1,1,1,0,1,1,1125,30,60,90,365,19,1746,2523,96,10,10,10,10,9,10,1,175
1778401,2108,10027,40.81105365,-73.95888844,0,0,4,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,300
